,VideoID,Start,End,WorkerID,Source,AnnotationTime,Language,Description
11101,2G9fkvBzzQE,10,20,741585,unverified,17,English,A bird is talking into a microphone.
11102,2G9fkvBzzQE,10,20,553878,unverified,228,English,A lady is making fun with a parrot  as it speaks and making noise
11103,2G9fkvBzzQE,10,20,599728,unverified,118,English,a  parrot singing
11104,2G9fkvBzzQE,10,20,309415,unverified,30,English,A woman is interviewing a bird on t.v.
11105,2G9fkvBzzQE,10,20,507626,unverified,64,English,A funny bird with funny styles
11106,2G9fkvBzzQE,10,20,919506,unverified,54,English,the girl is playing with the parrot
11107,2G9fkvBzzQE,10,20,169605,unverified,210,English,A parrot is talking.
11108,2G9fkvBzzQE,10,20,927299,unverified,36,English,A bird is talking into a microphone that a woman is holding.
11109,2G9fkvBzzQE,10,20,303815,unverified,68,English,the girl is doing the something with the parrot
11110,2G9fkvBzzQE,10,20,394339,unverified,366,English,In this clip a funny bird Entertaining the public.
11111,2G9fkvBzzQE,10,20,678142,unverified,29,English,A talking bird.
11112,2G9fkvBzzQE,10,20,895461,unverified,38,English,The parrot is talking and is funny.
11113,2G9fkvBzzQE,10,20,130040,unverified,18,English,a bird is playing
11114,2G9fkvBzzQE,10,20,762891,unverified,15,English,The bird is talking.
11115,2G9fkvBzzQE,10,20,221999,unverified,103,English,funny bird is talking in the microphone
11116,2G9fkvBzzQE,10,20,869926,unverified,17,English,A woman and her bird are talking.
11117,2G9fkvBzzQE,10,20,633378,unverified,35,English,A bird is talking.
11118,2G9fkvBzzQE,10,20,554590,unverified,61,English,A woman holds a microphone up to a parrot who talks into it.
11119,-7KMZQEsJW4,205,208,550906,clean,34,English,A man demonstrating how to clean a flower.
11120,-7KMZQEsJW4,205,208,807872,clean,32,English,A man brushes off the roots of a sunflower.
11121,-7KMZQEsJW4,205,208,772960,clean,230,English,A man holding two dried sunflowers is talking while dusting off the center portion of one flower.
11122,-7KMZQEsJW4,205,208,374994,clean,28,English,A man is brushing dirt off a sunflower.
11123,-7KMZQEsJW4,205,208,682611,clean,135,English,A man is brushing or patting the top of a sunflower with his hand.
11124,-7KMZQEsJW4,205,208,760882,clean,341,English,A man is holding dead sunflowers.
11125,-7KMZQEsJW4,205,208,625932,clean,186,English,A man is holding huge sunflowers.
11126,-7KMZQEsJW4,205,208,617730,clean,17,English,A man is holding two sunflowers.
11127,-7KMZQEsJW4,205,208,155632,clean,41,English,A man is knocking seeds out of a sunflower.
11128,-7KMZQEsJW4,205,208,135621,clean,52,English,A man is rubbing the head of a sunflower with his hand.
11129,-7KMZQEsJW4,205,208,275759,clean,37,English,A man is showing sunflowers.
11130,-7KMZQEsJW4,205,208,922727,clean,59,English,A man is tapping a sunflower.
11131,-7KMZQEsJW4,205,208,159786,clean,236,English,A man rubs a sunflower.
11132,-7KMZQEsJW4,205,208,297776,clean,23,English,A man rubs a sunflower.
11133,-7KMZQEsJW4,205,208,553931,clean,24,English,A man showed a sunflower head.
11134,-7KMZQEsJW4,205,208,169605,clean,14,English,Someone is holding sunflowers.
11135,-7KMZQEsJW4,205,208,309959,clean,23,English,The man exhibited a sunflower head.
11136,-7KMZQEsJW4,205,208,762891,clean,35,English,The man is brushing dry sunflowers.
11137,-7KMZQEsJW4,205,208,807741,unverified,57,English,Virginia Farm Bureau - In the Garden - Sunflowers
11138,-7KMZQEsJW4,205,208,371782,unverified,136,English,A guy is holding the sunflower in his hand.
11139,-7KMZQEsJW4,205,208,599728,unverified,38,English,A man is clearing sunflower
11140,-7KMZQEsJW4,205,208,741585,unverified,24,English,A man is holding two sunflowers.
11141,-7KMZQEsJW4,205,208,974128,unverified,179,English,A man is picking some sunflowers.
11142,-7KMZQEsJW4,205,208,334439,unverified,74,English,A man show flower in the garden
11143,-7KMZQEsJW4,205,208,394339,unverified,77,English,a man showing a sunflower
11144,-7KMZQEsJW4,205,208,705358,unverified,246,English,one man taking sunflower in his hands
11145,-7KMZQEsJW4,205,208,857450,unverified,106,English,Virgina farm bureau and the garden full of sunflower
11146,-7KMZQEsJW4,205,208,977945,unverified,168,English,Virginia Farm Bureau - In the Garden - Sunflowers
11147,-7KMZQEsJW4,205,208,514595,unverified,72,English,A man examine the dried sunflowers
11148,-7KMZQEsJW4,205,208,467982,unverified,42,English,a man extracting sunflower from a farm.
11149,-7KMZQEsJW4,205,208,919506,unverified,28,English,a man in flower garden.
11150,-7KMZQEsJW4,205,208,707318,unverified,24,English,A man is brushing off a dead sunflower.
11151,-7KMZQEsJW4,205,208,257511,unverified,26,English,A man is harvesting sunflowers.
11152,-7KMZQEsJW4,205,208,638934,unverified,14,English,A man is holding some sunflowers.
11153,-7KMZQEsJW4,205,208,318570,unverified,614,English,A man is holding the sun flower.
11154,-7KMZQEsJW4,205,208,169072,unverified,52,English,A man is seeding.
11155,-7KMZQEsJW4,205,208,403763,unverified,107,English,A man is showing flowers.
11156,-7KMZQEsJW4,205,208,919804,unverified,31,English,A man is stroking a sunflower's seed pod.
11157,-7KMZQEsJW4,205,208,373663,unverified,29,English,A man is talking about flowers.
11158,-7KMZQEsJW4,205,208,611139,unverified,42,English,A man is talking about sun flower.
11159,-7KMZQEsJW4,205,208,963466,unverified,72,English,A man is talking.
11160,-7KMZQEsJW4,205,208,279187,unverified,89,English,A man shows seeds of a dried sunflower.
11161,4lXdVS697DQ,10,25,550906,clean,42,English,Two men sail on a boat.
11162,4lXdVS697DQ,10,25,215924,clean,96,English,A man is parasailing a boat.
11163,4lXdVS697DQ,10,25,888508,clean,3007,English,A man is windsurfing.
11164,4lXdVS697DQ,10,25,155632,clean,38,English,Some men are para-sailing.
11165,4lXdVS697DQ,10,25,772960,clean,135,English,Some men are sailing on a boat in the sea.
11166,4lXdVS697DQ,10,25,553931,clean,58,English,The men leaned back as a sailboat sailed through the sea.
11167,4lXdVS697DQ,10,25,309959,clean,25,English,The men leaned back in the sailboat.
11168,4lXdVS697DQ,10,25,135141,clean,70,English,Two boys are sailing a boat.
11169,4lXdVS697DQ,10,25,295615,clean,115,English,Two individuals sail on the water.
11170,4lXdVS697DQ,10,25,280252,clean,47,English,Two men are riding a boat.
11171,4lXdVS697DQ,10,25,762891,clean,32,English,Two men are sailing a boat.
11172,4lXdVS697DQ,10,25,922727,clean,86,English,Two men are sailing a boat.
11173,4lXdVS697DQ,10,25,275759,clean,46,English,Two men are traveling in a sail boat.
11174,4lXdVS697DQ,10,25,374994,clean,52,English,Two men are wind sailing.
11175,4lXdVS697DQ,10,25,297776,clean,38,English,Two men sail a boat across the water.
11176,4lXdVS697DQ,10,25,625932,clean,30,English,Two people are sailing.
11177,4lXdVS697DQ,10,25,961957,unverified,291,English,The man riding boat over sea.
11178,4lXdVS697DQ,10,25,978992,unverified,32,English,Two men are riding on a sail boat.
11179,4lXdVS697DQ,10,25,411294,unverified,18,English,The couple are sailing the boat.
11180,4lXdVS697DQ,10,25,651813,unverified,24,English,Two men are windsurfing.
11181,4lXdVS697DQ,10,25,682611,unverified,54,English,Two people are sailing a boat in the ocean.
11182,4lXdVS697DQ,10,25,760882,unverified,26,English,Two men ride a boat.
11183,4lXdVS697DQ,10,25,845886,unverified,65,English,Two men going on motorboat in the sea.
11184,4lXdVS697DQ,10,25,134458,unverified,34,English,two men are boating
11185,4lXdVS697DQ,10,25,707318,unverified,10,English,People are sailing a boat.
11186,4lXdVS697DQ,10,25,843841,unverified,319,English,In a lake two person going in motor boat
11187,4lXdVS697DQ,10,25,371782,unverified,350,English,A guy is surfing on  surface of the ocean.
11188,4lXdVS697DQ,10,25,502429,unverified,105,English,A man is sailing a boat.
11189,4lXdVS697DQ,10,25,435773,unverified,12,English,Two men are sailing in the ocean.
11190,4lXdVS697DQ,10,25,497691,unverified,36,English,A MAN IS RIDING A BOAT
11191,4lXdVS697DQ,10,25,157374,unverified,45,English,Two men are sailing a sailboat in the ocean.
11192,4lXdVS697DQ,10,25,599728,unverified,39,English,person doing yatching
11193,4lXdVS697DQ,10,25,120123,unverified,57,English,"Small windsurfing boat with two men racing,"
11194,4lXdVS697DQ,10,25,844963,unverified,93,English,Two  men are sailing on a small boat with big sails.
11195,4lXdVS697DQ,10,25,169605,unverified,90,English,Two men are manuvering a boat.
11196,4lXdVS697DQ,10,25,169072,unverified,38,English,Men are boating.
11197,4lXdVS697DQ,10,25,617730,unverified,36,English,A sailboat is moving across the water.
11198,4lXdVS697DQ,10,25,467982,unverified,42,English,A person enjoying a ride on a yatch.
11199,4lXdVS697DQ,10,25,748930,unverified,42,English,Two mean are jet sailing.
11200,4lXdVS697DQ,10,25,443302,unverified,47,English,Two men are sailing a boat.
11201,4lXdVS697DQ,10,25,309959,unverified,21,English,The men leaned back in their sail boat.
11202,4lXdVS697DQ,10,25,762891,unverified,27,English,The people are sailing a boat.
11203,4lXdVS697DQ,10,25,643761,unverified,38,English,Two men are riding a sailboat.
11204,4lXdVS697DQ,10,25,807872,unverified,20,English,Two people sail on a motorboat.
11205,4lXdVS697DQ,10,25,768538,unverified,510,English,A person performing sailing on a motor boat in sea.
11206,4lXdVS697DQ,10,25,963466,unverified,46,English,A man is boating.
11207,4lXdVS697DQ,10,25,553931,unverified,17,English,The men leaned back in the sailboat.
11208,7uOiiA4Kxbo,23,35,682611,clean,117,English,"A man, toting a white dog on his back, is riding down a street on his bicycle.."
11209,7uOiiA4Kxbo,23,35,760882,clean,19,English,A man riding a bicycle has a dog on his back.
11210,7uOiiA4Kxbo,23,35,707318,clean,19,English,A man and dog are riding on a bicycle.
11211,7uOiiA4Kxbo,23,35,135621,clean,19,English,A man is riding a bicycle with a dog straddling his back.
11212,7uOiiA4Kxbo,23,35,280252,clean,34,English,A man is riding a bicycle with a dog.
11213,7uOiiA4Kxbo,23,35,257511,clean,26,English,A man is riding a bike down the street with a dog on his back.
11214,7uOiiA4Kxbo,23,35,275759,clean,42,English,A man is riding a bicycle with a dog in his shoulder.
11215,7uOiiA4Kxbo,23,35,157374,clean,45,English,A man is giving a dog a ride on his shoulders while riding a bicycle.
11216,7uOiiA4Kxbo,23,35,373663,clean,50,English,"A man, and a dog are riding a bicycle."
11217,7uOiiA4Kxbo,23,35,155632,clean,36,English,A dog is riding on a bicyclists shoulders.
11218,7uOiiA4Kxbo,23,35,617730,clean,47,English,A dog is riding piggy back on a man riding a bicycle.
11219,7uOiiA4Kxbo,23,35,762891,clean,211,English,The dog is riding piggy back on the bicycle.
11220,7uOiiA4Kxbo,23,35,807872,clean,22,English,A man rides a bike with a dog on his back.
11221,7uOiiA4Kxbo,23,35,625932,clean,60,English,A dog is riding piggy back on it's owner on a bike.
11222,7uOiiA4Kxbo,23,35,585381,clean,87,English,A man with a dog on his back is riding a bicycle.
11223,7uOiiA4Kxbo,23,35,553931,clean,28,English,The dog clung to the man's neck and back while riding on the bike.
11224,7uOiiA4Kxbo,23,35,965612,unverified,35,English,there cycling
11225,7uOiiA4Kxbo,23,35,318570,unverified,262,English,a young man is carrying a dog on his back and riding the cycle.
11226,7uOiiA4Kxbo,23,35,497691,unverified,36,English,A MAN IS RIDING A CYCLE WITH HIS DOG.
11227,7uOiiA4Kxbo,23,35,741585,unverified,18,English,A man is riding a bike with a dog on his back.
11228,7uOiiA4Kxbo,23,35,561769,unverified,173,English,The dog is riding over the boy and boy ride the cycle very fastly.
11229,7uOiiA4Kxbo,23,35,120123,unverified,185,English,A little white dog named Casey goes for a ride on the back of his master on a bicycle.
11230,7uOiiA4Kxbo,23,35,309415,unverified,16,English,a man riding a bike with a dog on his back
11231,7uOiiA4Kxbo,23,35,919506,unverified,104,English,the boy is riding the bicycle
11232,7uOiiA4Kxbo,23,35,617730,unverified,39,English,A man is riding a bike with a dog on his back.
11233,7uOiiA4Kxbo,23,35,394339,unverified,324,English,one man is driving a bycycle with a dog on his shoulder
11234,7uOiiA4Kxbo,23,35,309959,unverified,30,English,The dog clung to the man's neck while riding on the bike.
11235,7uOiiA4Kxbo,23,35,762891,unverified,14,English,The dog is riding piggy back.
11236,GcfWD62sbcs,13,33,682611,clean,122,English,"An animal, with his head caught in a tubular box, is frantically running around and jumping on hedges."
11237,GcfWD62sbcs,13,33,760882,clean,14,English,A squirrel has a cup on its head.
11238,GcfWD62sbcs,13,33,707318,clean,30,English,A squirrel has a yogurt cup on his head.
11239,GcfWD62sbcs,13,33,135621,clean,61,English,A squirrel has it's head stuck in a plastic yogurt cup.
11240,GcfWD62sbcs,13,33,257511,clean,49,English,A squirrel has a yogurt cup stuck on its head.
11241,GcfWD62sbcs,13,33,275759,clean,74,English,A squirrel got a cup stuck in its head.
11242,GcfWD62sbcs,13,33,374994,clean,27,English,A squirrel is wearing a yogurt cup on its head.
11243,GcfWD62sbcs,13,33,373663,clean,63,English,A squirrel has a cup on it's head.
11244,GcfWD62sbcs,13,33,155632,clean,38,English,A squirrel has a yogurt cup on its head.
11245,GcfWD62sbcs,13,33,617730,clean,39,English,A squirrel's head is stuck in a yogurt cup.
11246,GcfWD62sbcs,13,33,309959,clean,23,English,The squirrel got his head stuck in a yogurt cup.
11247,GcfWD62sbcs,13,33,762891,clean,34,English,The squirrel has his head stuck in a platic container.
11248,GcfWD62sbcs,13,33,675312,clean,175,English,A squirrel is running and jumping with a yogurt container stuck on his head.
11249,GcfWD62sbcs,13,33,807872,clean,33,English,A squirrel can't get its head unstuck from a cup.
11250,GcfWD62sbcs,13,33,625932,clean,71,English,A squirrel has a yogurt cup stuck on his head.
11251,GcfWD62sbcs,13,33,553931,clean,34,English,The squirrel got its head stuck in a yogurt container.
11252,GcfWD62sbcs,13,33,965612,unverified,150,English,the animal is playing
11253,GcfWD62sbcs,13,33,688049,unverified,151,English,A squirrel stuck in cup and playing
11254,GcfWD62sbcs,13,33,707318,unverified,24,English,A squirrel's head is stuck in a yogurt cup.
11255,GcfWD62sbcs,13,33,741585,unverified,24,English,A squirrel has a container stuck on it's head.
11256,GcfWD62sbcs,13,33,919506,unverified,53,English,A cute animal is playing
11257,GcfWD62sbcs,13,33,950698,unverified,73,English,Photojournalist rescues a squirrel who got his head stuck in a yogurt cup.
11258,GcfWD62sbcs,13,33,330036,unverified,96,English,A squirrel's head is inside a cup.
11259,GcfWD62sbcs,13,33,394339,unverified,159,English,a squirrel is playing
11260,GcfWD62sbcs,13,33,762891,unverified,20,English,The squirrel has a can stuck on his head.
11261,XdB0pVjFYoU,1,8,682611,clean,80,English,Someone is holding a small monkey.
11262,XdB0pVjFYoU,1,8,760882,clean,17,English,A person is holding a monkey.
11263,XdB0pVjFYoU,1,8,707318,clean,16,English,A monkey is being held by a person.
11264,XdB0pVjFYoU,1,8,159786,clean,635,English,A person is holding a baby monkey.
11265,XdB0pVjFYoU,1,8,922727,clean,31,English,Someone is holding a baby monkey.
11266,XdB0pVjFYoU,1,8,275759,clean,36,English,A man is holding a small monkey in his hands.
11267,XdB0pVjFYoU,1,8,297776,clean,28,English,A person holds a small monkey.
11268,XdB0pVjFYoU,1,8,155632,clean,21,English,Someone is holding a monkey.
11269,XdB0pVjFYoU,1,8,169605,clean,15,English,A baby monkey is being held.
11270,XdB0pVjFYoU,1,8,617730,clean,45,English,A person is holding a monkey.
11271,XdB0pVjFYoU,1,8,772960,clean,334,English,"A baby monkey is moving its right fore limb, looking around and grabbing the index finger of the person holding it."
11272,XdB0pVjFYoU,1,8,309959,clean,25,English,The baby monkey watched as he was being held.
11273,XdB0pVjFYoU,1,8,762891,clean,17,English,The vet is holding the baby monkey.
11274,XdB0pVjFYoU,1,8,807872,clean,53,English,A monkey plays with a caretaker's hand.
11275,XdB0pVjFYoU,1,8,553931,clean,43,English,The monkey was held in someone's hands.
11276,XdB0pVjFYoU,1,8,741585,unverified,43,English,Someone is holding a small monkey.
11277,XdB0pVjFYoU,1,8,554590,unverified,48,English,A baby monkey grabs the finger of the person holding it.
11278,XdB0pVjFYoU,1,8,394339,unverified,135,English,A bbaby monkey is palying with a man
11279,XdB0pVjFYoU,1,8,130040,unverified,17,English,a monkey is playing
11280,XdB0pVjFYoU,1,8,919506,unverified,48,English,a monkey watching.
11281,XdB0pVjFYoU,1,8,688049,unverified,115,English,A person is kept with small monkey
11282,XdB0pVjFYoU,1,8,762891,unverified,17,English,The monkey is  biting the finger.
11283,XdB0pVjFYoU,1,8,965612,unverified,54,English,the monkey is playing
11284,XdB0pVjFYoU,1,8,497691,unverified,32,English,A MONKEY IS SEARCHING AND PLAYING.
11285,XdB0pVjFYoU,1,8,599728,unverified,59,English,a naughty monkey playing
11286,QOmrchUPnBs,10,20,682611,clean,61,English,A man is playing a large flute-like instrument.
11287,QOmrchUPnBs,10,20,760882,clean,17,English,A man plays a flute.
11288,QOmrchUPnBs,10,20,135621,clean,64,English,A man is playing a very large flute.
11289,QOmrchUPnBs,10,20,280252,clean,28,English,A man is playing a flute.
11290,QOmrchUPnBs,10,20,159786,clean,572,English,A man plays a wind instrument.
11291,QOmrchUPnBs,10,20,435773,clean,21,English,A man is playing the flute.
11292,QOmrchUPnBs,10,20,922727,clean,34,English,A man is playing a flute.
11293,QOmrchUPnBs,10,20,275759,clean,26,English,A man is playing flute.
11294,QOmrchUPnBs,10,20,825347,clean,10,English,A man is playing a flute.
11295,QOmrchUPnBs,10,20,157374,clean,72,English,A man is playing a large flute.
11296,QOmrchUPnBs,10,20,374994,clean,11,English,A man is playing a wind instrument.
11297,QOmrchUPnBs,10,20,297776,clean,32,English,A man plays a large flute.
11298,QOmrchUPnBs,10,20,155632,clean,17,English,A man is playing a wooden flute.
11299,QOmrchUPnBs,10,20,169605,clean,13,English,A guy is playing an instrument.
11300,QOmrchUPnBs,10,20,617730,clean,22,English,A man is playing a large flute.
11301,QOmrchUPnBs,10,20,772960,clean,49,English,A man is playing a mega bass flute.
11302,QOmrchUPnBs,10,20,309959,clean,14,English,The man played a long wooden flute.
11303,QOmrchUPnBs,10,20,762891,clean,17,English,The man is playing a wooden flute.
11304,QOmrchUPnBs,10,20,807872,clean,16,English,A man plays a huge flute.
11305,QOmrchUPnBs,10,20,553931,clean,23,English,The man played a long flute.
11306,QOmrchUPnBs,10,20,637661,unverified,40,English,A man playing a huge flute
11307,QOmrchUPnBs,10,20,132982,unverified,43,English,A man is playing a flute.
11308,QOmrchUPnBs,10,20,388532,unverified,49,English,A man is playing the flute.
11309,QOmrchUPnBs,10,20,833861,unverified,32,English,A person is playing music
11310,QOmrchUPnBs,10,20,965612,unverified,40,English,the person is the playing the flute
11311,QOmrchUPnBs,10,20,261314,unverified,121,English,A man is playing a flute.
11312,QOmrchUPnBs,10,20,799001,unverified,12,English,A man is playing an instrument.
11313,QOmrchUPnBs,10,20,154335,unverified,146,English,the musician play the mega bass flute
11314,QOmrchUPnBs,10,20,707318,unverified,9,English,A man is playing a flute.
11315,QOmrchUPnBs,10,20,435773,unverified,19,English,A man is playing the flute.
11316,QOmrchUPnBs,10,20,741585,unverified,14,English,A man is playing a flute.
11317,QOmrchUPnBs,10,20,373663,unverified,22,English,A man is playing a flute.
11318,QOmrchUPnBs,10,20,919506,unverified,32,English,a man playing flute.
11319,QOmrchUPnBs,10,20,169605,unverified,13,English,A man is playing an instrument.
11320,QOmrchUPnBs,10,20,169072,unverified,73,English,A man is playing flute.
11321,QOmrchUPnBs,10,20,147857,unverified,86,English,A man is playing the bass flute.
11322,QOmrchUPnBs,10,20,330036,unverified,89,English,He is playing Mega Bass Flute.
11323,QOmrchUPnBs,10,20,394339,unverified,112,English,A man playing a mega bass flute.
11324,QOmrchUPnBs,10,20,309959,unverified,19,English,The played his wooden flute.
11325,QOmrchUPnBs,10,20,334439,unverified,53,English,A man is playing the music with the flute
11326,QOmrchUPnBs,10,20,130040,unverified,15,English,a man playing music
11327,QOmrchUPnBs,10,20,947723,unverified,16,English,A man plays a large flute.
11328,QOmrchUPnBs,10,20,279187,unverified,95,English,A man plays a flute.
11329,QOmrchUPnBs,10,20,762891,unverified,12,English,The man is playing the flute.
11330,QOmrchUPnBs,10,20,221999,unverified,40,English,the man is playing flute
11331,QOmrchUPnBs,10,20,750723,unverified,43,English,a man playing the instrument
11332,QOmrchUPnBs,10,20,633378,unverified,21,English,A man is playing a flute.
11333,QOmrchUPnBs,10,20,638934,unverified,8,English,A man is playing a flute.
11334,QOmrchUPnBs,10,20,554590,unverified,30,English,A man plays a flute.
11335,edqyq4Q-7uU,103,109,553931,clean,20,English,The man danced on the stage.
11336,edqyq4Q-7uU,103,109,550906,clean,30,English,A guy dancing in a studio.
11337,edqyq4Q-7uU,103,109,309959,clean,17,English,A man danced.
11338,edqyq4Q-7uU,103,109,297776,clean,24,English,A man dances on a wooden floor.
11339,edqyq4Q-7uU,103,109,374994,clean,17,English,A man is dancing next to a lawn chair.
11340,edqyq4Q-7uU,103,109,772960,clean,62,English,A man is dancing to music in a room.
11341,edqyq4Q-7uU,103,109,922727,clean,16,English,A man is dancing.
11342,edqyq4Q-7uU,103,109,651813,clean,7,English,A man is dancing.
11343,edqyq4Q-7uU,103,109,155632,clean,19,English,A man is dancing.
11344,edqyq4Q-7uU,103,109,275759,clean,26,English,A man is dancing.
11345,edqyq4Q-7uU,103,109,625932,clean,20,English,A man is dancing.
11346,edqyq4Q-7uU,103,109,280252,clean,44,English,A man is dancing.
11347,edqyq4Q-7uU,103,109,435773,clean,14,English,A man is dancing.
11348,edqyq4Q-7uU,103,109,181773,clean,31,English,A man is doing jazz dance.
11349,edqyq4Q-7uU,103,109,762891,clean,81,English,The man is dancing.
11350,edqyq4Q-7uU,103,109,948158,unverified,39,English,A guy is dancing.
11351,edqyq4Q-7uU,103,109,371782,unverified,130,English,A man and woman are dancing in the floor.
11352,edqyq4Q-7uU,103,109,741585,unverified,33,English,A man Dance in all black.
11353,edqyq4Q-7uU,103,109,599728,unverified,65,English,a man is dancing
11354,edqyq4Q-7uU,103,109,334439,unverified,23,English,A man is dancing
11355,edqyq4Q-7uU,103,109,705358,unverified,2372,English,a man is performing on stage
11356,edqyq4Q-7uU,103,109,977945,unverified,185,English,A men dancing on the floor
11357,edqyq4Q-7uU,103,109,418656,unverified,69,English,Actor Kamal Haashan is dancing.
11358,edqyq4Q-7uU,103,109,394339,unverified,116,English,an artist performing a dance
11359,edqyq4Q-7uU,103,109,919506,unverified,294,English,kamal hasan showing his dance to revathi.
11360,edqyq4Q-7uU,103,109,100234,unverified,40,English,A CLIP FROM A MOVIE
11361,edqyq4Q-7uU,103,109,467982,unverified,32,English,A dancer teaching few steps of dance to a new learner.
11362,edqyq4Q-7uU,103,109,813710,unverified,32,English,A man dances by himself.
11363,edqyq4Q-7uU,103,109,947723,unverified,28,English,A man is dancing in a studio.
11364,edqyq4Q-7uU,103,109,257511,unverified,28,English,A man is dancing next to a chair.
11365,edqyq4Q-7uU,103,109,281652,unverified,30,English,A man is dancing on a floor.
11366,edqyq4Q-7uU,103,109,236993,unverified,108,English,A MAN IS DANCING WITH FEMALE ACTRESS
11367,edqyq4Q-7uU,103,109,169072,unverified,27,English,A man is dancing.
11368,edqyq4Q-7uU,103,109,108687,unverified,87,English,A man is dancing.
11369,edqyq4Q-7uU,103,109,169605,unverified,15,English,A man is dancing.
11370,edqyq4Q-7uU,103,109,373663,unverified,30,English,A man is dancing.
11371,edqyq4Q-7uU,103,109,760882,unverified,26,English,A man is dancing.
11372,edqyq4Q-7uU,103,109,246119,unverified,37,English,A man is dancing.
11373,edqyq4Q-7uU,103,109,611139,unverified,65,English,A man is dancing.
11374,edqyq4Q-7uU,103,109,707318,unverified,11,English,A man is dancing.
11375,edqyq4Q-7uU,103,109,617730,unverified,23,English,A man is dancing.
11376,edqyq4Q-7uU,103,109,346578,unverified,22,English,A man is dancing.
11377,edqyq4Q-7uU,103,109,963466,unverified,36,English,A man is dancing.
11378,edqyq4Q-7uU,103,109,927299,unverified,42,English,A man is dancing.
11379,edqyq4Q-7uU,103,109,637661,unverified,98,English,Dance performed by an Indian Artist
11380,edqyq4Q-7uU,103,109,864714,unverified,87,English,Hey I'm dancing not shivering.
11381,edqyq4Q-7uU,103,109,965612,unverified,146,English,one dancer is dancing
11382,edqyq4Q-7uU,103,109,497691,unverified,36,English,A DANCE MASTER TEACH A DANCE TO HIS STUDENT
11383,edqyq4Q-7uU,103,109,563213,unverified,46,English,DANCE BY AN INDIAN
11384,edqyq4Q-7uU,103,109,132982,unverified,45,English,A Man is Performing the Dance.
11422,BnJUWwSx1kE,11,22,550906,clean,52,English,A wombat is walking about.
11423,BnJUWwSx1kE,11,22,155632,clean,29,English,A giant hamster is walking across the ground.
11424,BnJUWwSx1kE,11,22,159786,clean,3163,English,A marsupial strolls in a cage.
11425,BnJUWwSx1kE,11,22,825347,clean,11,English,A wombat is walking around.
11426,BnJUWwSx1kE,11,22,772960,clean,237,English,A wombat is walking on a muddy surface towards a patch of dried grass.
11427,BnJUWwSx1kE,11,22,280252,clean,101,English,A wombat is walking on the ground.
11428,BnJUWwSx1kE,11,22,374994,clean,13,English,A wombat is walking toward grass.
11429,BnJUWwSx1kE,11,22,252681,clean,96,English,A wombat is walking towards the camera.
11430,BnJUWwSx1kE,11,22,922727,clean,173,English,A wombat is walking.
11431,BnJUWwSx1kE,11,22,275759,clean,59,English,A wombat is walking.
11432,BnJUWwSx1kE,11,22,760882,clean,21,English,A wombat is walking.
11433,BnJUWwSx1kE,11,22,625932,clean,44,English,A wombat is walking.
11434,BnJUWwSx1kE,11,22,215924,clean,36,English,An animal crawls in the dirt.
11435,BnJUWwSx1kE,11,22,297776,clean,45,English,An animal walks over a dirt patch.
11436,BnJUWwSx1kE,11,22,762891,clean,21,English,The animal is walking.
11437,BnJUWwSx1kE,11,22,553931,clean,19,English,The woodchuck walked across the yard.
11438,BnJUWwSx1kE,11,22,309959,clean,18,English,The woodchuck walked in the yard.
11439,BnJUWwSx1kE,11,22,155632,unverified,19,English,A giant gerbil is walking.
11440,BnJUWwSx1kE,11,22,394339,unverified,732,English,a wombat animal walking
11441,BnJUWwSx1kE,11,22,371782,unverified,173,English,A wombat is creeping in the ground.
11442,BnJUWwSx1kE,11,22,599728,unverified,126,English,A wombat is walkig very slowly
11443,BnJUWwSx1kE,11,22,705358,unverified,243,English,a wombat is walking
11444,BnJUWwSx1kE,11,22,741585,unverified,46,English,A wombat walking around.
11445,BnJUWwSx1kE,11,22,977945,unverified,455,English,Cranky common wombat
11446,BnJUWwSx1kE,11,22,130040,unverified,36,English,a cranky common wombat
11447,BnJUWwSx1kE,11,22,467982,unverified,89,English,A fatty wombat walking on the ground looking for some food.
11448,BnJUWwSx1kE,11,22,279187,unverified,136,English,A wombat chews while walking.
11449,BnJUWwSx1kE,11,22,268378,unverified,55,English,A wombat is walking around complaining.
11450,BnJUWwSx1kE,11,22,682611,unverified,101,English,A wombat is walking in an enclosed area.
11451,BnJUWwSx1kE,11,22,281652,unverified,29,English,A wombat is walking on a road.
11452,BnJUWwSx1kE,11,22,425678,unverified,39,English,A wombat is walking on the ground.
11453,BnJUWwSx1kE,11,22,157374,unverified,209,English,A wombat is walking slowly across the sand.
11454,BnJUWwSx1kE,11,22,257511,unverified,60,English,A wombat is walking slowly toward some dried grass.
11455,BnJUWwSx1kE,11,22,108687,unverified,32,English,A wombat is walking through dirt.
11456,BnJUWwSx1kE,11,22,844963,unverified,121,English,A wombat is walking.
11457,BnJUWwSx1kE,11,22,373663,unverified,73,English,A wombat is walking.
11458,BnJUWwSx1kE,11,22,927299,unverified,62,English,A wombat is walking.
11459,BnJUWwSx1kE,11,22,633378,unverified,73,English,A wombat is walking.
11460,BnJUWwSx1kE,11,22,707318,unverified,14,English,A wombat is walking.
11461,BnJUWwSx1kE,11,22,600230,unverified,11,English,A wombat is walking.
11462,BnJUWwSx1kE,11,22,563584,unverified,38,English,A wombat walks and chews.
11463,BnJUWwSx1kE,11,22,318570,unverified,193,English,an animal is walking .
